#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_ZE_13624;Knowledge is power, always learn more.;Le savoir est une arme qui gagne sans cesse en puissance.;Wissen ist Macht, lerne stets Neues.;;El conocimiento es el poder, siempre aprenda más.;;;;;;;;;x
EVTOPTB_ZE_13624;Don't be distracted by lust.;La luxure ne doit pas vous distraire.;Lasst Euch nicht von der Lust ablenken.;;Que la lujuria no te distraiga.;;;;;;;;;x
EVTOPTA_ZE_13625;[From.GetSheHeCap] deserves greatness. Go get it!;[From.GetIlElleCap] mérite la grandeur, alors qu'[From.GetIlElle] l'obtienne !;[From.GetSheHeCap] verdient wahre Größe. Auf gehts!;;[From.GetSheHeCap]merece grandeza. ¡A por ella!;;;;;;;;;x
EVTOPTB_ZE_13625;Be thorough, make others count on you.;Faire preuve de rigueur, se rendre indispensable.;Seid gewissenhaft, lasst andere auf Euch zählen.;;Ser minucioso, hacer que los demás cuenten contigo;;;;;;;;;x
EVTOPTC_ZE_13625;Make your move at the right time.;Agir au moment opportun.;Macht Euren Zug zur rechten Zeit.;;Hacer tus movimientos en el momento adecuado.;;;;;;;;;x
obj_groom_an_heir_title;Groom an Heir;Préparer la succession;Einen Erben heranziehen;;Preparar un heredero;;;;;;;;;x
obj_groom_an_heir_desc;[This.GetTitledFirstName] wants to have a male child and see him reach adulthood.\n\nIf [This.GetFirstName]'s succession law is §YAbsolute Cognatic§! raising either a male child or a female child will fulfill the ambition.\n\nWhile this ambition is active, §YFertility§! is increased by §Y20%§!.;[This.GetTitledFirstName] veut un héritier mâle qui puisse atteindre l'âge adulte.\n\nSi la loi de succession de [This.GetFirstName] est §Ycognatique§!, un enfant garçon ou fille satisfera cette ambition.\n\nTant que cette ambition est active, la §Yfertilité§! est augmentée de §Y20%§!.;[This.GetTitledFirstName] wünscht sich einen Sohn, der das Erwachsenenalter erreicht.\nWenn das Erbfolge-Gesetz von [This.GetFirstName] §YKognatische Primogenitur§! ist, so werden sowohl ein Sohn als auch eine Tochter die Bedingungen zur Nachfolge erfüllen.\nWährend diese Ambition aktiv ist, wird die §YFruchtbarkeit§! um §Y20%§! erhöht.;;[This.GetTitledFirstName] quiere tener un hijo varón y verlo alcanzar edad adulta. \n\nSi la ley de la sucesión de [This.GetFirstName] es '§YAbsoluta consanguínea§!' criar a un hijo o una hija satisfará su ambición. \n\nMientras esta ambición esté activa, la §YFertilidad§! aumentará un §Y20%§!.;;;;;;;;;x
opinion_boost_child;Increases the opinion of §Y[Root.GetFullName]'s§! adult child towards [Root.GetHerHim] by §G15§! for §Y240 months§!!\n;Augmente l'opinion de l'enfant adulte de §Y[Root.GetFullName]§! envers [Root.GetLuiElle] de §G15§! pendant §Y240 mois§! !\n;Verbessert die Meinung des erwachsenen Kindes von §Y[Root.GetFullName]§! zu [Root.Getihmihr] um §G15§! für §Y240 Monate§!!\n;;¡Aumenta la opinión del hijo adulto de §Y[Root.GetFullName] hacia [Root.GetHerHim] en §G15§! durante §Y240 meses§!! \n\n;;;;;;;;;x
introduce_heir;Introduce Heir to the Realm;Présenter l'héritier aux vassaux;Dem Reich den Erben vorstellen;;Presentar heredero al Reino;;;;;;;;;x
introduce_heir_named;Introduce Heir to the Realm;Présenter l'héritier aux vassaux;Dem Reich den Erben vorstellen;;Presentar heredero al Reino;;;;;;;;;x
introduce_heir_desc;As your heir is soon of age you can choose to formally introduce him or her to the vassals of the realm. This can help build trust that will certainly prove useful for the child in the future.;Lorsque l'héritier atteint l'âge de sa maturité, vous pouvez le présenter officiellement à vos vassaux. Vous renforcerez ainsi des rapports de confiance qui seront utiles à l'enfant dans l'avenir.;Euer Nachfolger erreicht bald das Alter, um ihn oder sie den Vasallen des Reiches offiziell vorzustellen. Dies kann helfen, Vertrauen aufzubauen und dem Kind in Zukunft sicher nützlich sein.;;Ahora que tu heredero pronto alcanzará su edad puedes elegir presentarle formalmente a los vasallos del reino. Esto puede ayudar a construir la confianza que ciertamente será útil para el niño en el futuro.;;;;;;;;;x
introduce_heir_custom_tooltip;Send out the invitations.;Vous envoyez les invitations.;Versendet die Einladungen.;;Enviar las invitaciones.;;;;;;;;;x
EVTDESC_ZE_22900;You have invited your vassals to partake in a formal introduction of your heir, [introduced_heir.GetTitledFirstName]. [introduced_heir.GetSheHeCap] will have to exchange many pleasantries and act in a very formal way, something that might be tiresome for someone as young as [introduced_heir.GetHerHim]. However, you have full confidence that [introduced_heir.GetSheHe] will not disappoint you!;Vous avez convié vos vassaux à la présentation officielle de votre héritier, [introduced_heir.GetTitledFirstName]. [introduced_heir.GetIlElleCap] va devoir faire preuve d'éloquence et suivre à la lettre le protocole, une obligation pesante pour une personne de son âge. Mais vous ne doutez pas qu'[introduced_heir.GetIlElle] se montrera à la hauteur de cette tâche !;Ihr habt Eure Vasallen eingeladen, an einem offiziellen Empfang zur Vorstellung Eures Erben [introduced_heir.GetTitledFirstName] teilzunehmen. [introduced_heir.GetSheHeCap] wird viele Höflichkeiten austauschen und ein formales Auftreten zeigen müssen, was sicherlich für jemanden, der noch so jung ist wie [introduced_heir.GetSheHe], ermüdend sein kann. Ihr habt jedoch vollstes Vertrauen, dass [introduced_heir.GetSheHe] Euch nicht enttäuschen wird.;;Has invitado a tus vasallos a tomar parte presentación formal de tu heredero, [introduced_heir.GetTitledFirstName]. [introduced_heir.GetSheHeCap] tendrá que intercambiar muchos cumplidos y actuar de una manera muy formal, algo que puede ser pesado para alguien tan joven como [introduced_heir.GetHerHim]. ¡Sin embargo, estás completamente confiado que [introduced_heir.GetSheHe] no te decepcionará!;;;;;;;;;x
EVTOPTA_ZE_22900;They will be here soon!;Ils seront bientôt là !;Sie werden bald hier sein!;;¡Muy pronto llegarán!;;;;;;;;;x
EVTDESC_ZE_22901;The last of your vassals have left and [introduced_heir.GetTitledFirstName] looks relieved. [introduced_heir.GetSheHeCap] is obviously exhausted from all the formalities, but having been introduced like this will hopefully serve [introduced_heir.GetHerHim] well in the future!;Vos derniers vassaux sont enfin partis et [introduced_heir.GetTitledFirstName] peut enfin respirer. Toutes ces formalités sont fastidieuses, mais cette présentation officielle sera utile pour son avenir !;Die letzten Eurer Vasallen sind gegangen und [introduced_heir.GetTitledFirstName] wirkt sehr erleichtert. [introduced_heir.GetSheHeCap] wirkt erschöpft von all den Formalitäten, doch dieser offizielle Auftritt wird [introduced_heir.Getihmihr] sicherlich in Zukunft noch nützlich sein!;;El último de tus vasallos se ha ido y [introduced_heir.GetTitledFirstName] parece sentir alivio. [introduced_heir.GetSheHeCap] está obviamente agotado de todas las formalidades, ¡pero haberlo presentado así seguramente [introduced_heir.GetHerHim] venga bien en el futuro!;;;;;;;;;x
EVTOPTA_ZE_22901;I've done my best to groom [introduced_heir.GetHerHim] into a worthy heir.;J'ai fait de mon mieux pour [introduced_heir.GetLeLa] préparer à son héritage.;Mein Kind wird ein würdevoller Nachfolger.;;He hecho lo mejor para preparar[introduced_heir.GetHerHim]  como un digno heredero.;;;;;;;;;x
groomed_to_perfection;Groomed to Perfection;La relève est fin prête;Zur Perfektion erzogen;;Preparado a la Perfección;;;;;;;;;x
EVTDESC_ZE_22902;[vassal_teacher.GetBestName] is a renowned godly and learned vassal of yours. After having introduced [vassal_teacher.GetHerselfHimself] to [introduced_heir.GetFirstName], [vassal_teacher.GetFirstName] approaches you with an offer. [vassal_teacher.GetFirstName] is willing to spend some time teaching [introduced_heir.GetFirstName] some of the more intricate parts of [Root.Religion.GetScriptureName] in exchange for your favor.;[vassal_teacher.GetBestName] est un vassal réputé pour sa loyauté et son talent. Après son introduction auprès de [introduced_heir.GetFirstName], [vassal_teacher.GetFirstName] vous fait une offre. [vassal_teacher.GetFirstName] propose de passer du temps pour enseigner à [introduced_heir.GetFirstName] les mystères se trouvant dans [Root.Religion.GetScriptureName] en échange d'une faveur.;[vassal_teacher.GetBestName] ist ein frommer und gebildeter Vasall von Euch. Nachdem [vassal_teacher.GetSheHe] sich [introduced_heir.GetFirstName] vorgestellt hat, macht Euch [vassal_teacher.GetFirstName] ein Angebot. [vassal_teacher.GetFirstName] ist gewillt, [introduced_heir.GetFirstName] detaillierter in [Root.Religion.GetScriptureName] einzuweisen, wenn Ihr Eure Gunst gewährt.;;[vassal_teacher.GetBestName] es un vasallo tuyo santo y docto de renombre. Después de presentarse [vassal_teacher.GetHerselfHimself] a [introduced_heir.GetFirstName], [vassal_teacher.GetFirstName] se acerca a ti con una oferta. [vassal_teacher.GetFirstName] está dispuesto a pasar una cierto tiempo enseñando a [introduced_heir.GetFirstName] algunas de las partes más intrincadas de [Root.Religion.GetScriptureName] a cambio de tu favor.;;;;;;;;;x
EVTOPTA_ZE_22902;Anything for [introduced_heir.GetTitledFirstName]!;Je ferais n'importe quoi pour [introduced_heir.GetTitledFirstName] !;Ich mache alles für [introduced_heir.GetTitledFirstName]!;;¡Cualquier cosa por [introduced_heir.GetTitledFirstName]!;;;;;;;;;x
EVTOPTB_ZE_22902;There is no need for that.;Je n'en vois pas l'intérêt.;Das ist unnötig.;;No hay necesidad de eso.;;;;;;;;;x
EVTDESC_ZE_22903;As [introduced_heir.GetFirstName] introduces [introduced_heir.GetHerselfHimself] to [compliment_vassal.GetBestName] [introduced_heir.GetSheHe] not only presents [introduced_heir.GetHerselfHimself] with grace, but also manages to impress [compliment_vassal.GetFirstName] by skillfully complimenting [compliment_vassal.GetHerHim]!;Lors de sa présentation auprès de [compliment_vassal.GetBestName], [introduced_heir.GetFirstName] fait non seulement preuve d'éloquence, mais réussit même à impressionner [compliment_vassal.GetFirstName] à l'aide d'habiles compliments !;Nachdem [introduced_heir.GetFirstName] sich [compliment_vassal.GetBestName] vorgestellt hat, präsentiert [introduced_heir.GetSheHe] sich mit Würde und hinterlässt bei [compliment_vassal.GetFirstName] einen guten Eindruck durch gut platzierte Komplimente!;;Cuando [introduced_heir.GetFirstName] se presenta a [introduced_heir.GetHerselfHimself] [compliment_vassal.GetBestName] [introduced_heir.GetSheHe] ¡no sólo se presenta a [introduced_heir.GetHerselfHimself] con gracia, sino también consigue impresionar a [compliment_vassal.GetFirstName] halagándo[compliment_vassal.GetHerHim] con habilidad!;;;;;;;;;x
EVTOPTA_ZE_22903;I taught [introduced_heir.GetHerHim] everything [introduced_heir.GetSheHe] knows!;Je lui ai appris tout ce qu'[introduced_heir.GetIlElle] sait !;Alles, was [introduced_heir.GetSheHe] weiß, hat [introduced_heir.GetSheHe] von mir gelernt!;;¡Yo [introduced_heir.GetHerHim] enseñé todo lo que [introduced_heir.GetSheHe] sabe!;;;;;;;;;x
EVTDESC_ZE_22904;As [introduced_heir.GetFirstName] introduces [introduced_heir.GetHerselfHimself] to [insult_vassal.GetBestName] [introduced_heir.GetSheHe] not only accidently spills a beverage on [insult_vassal.GetFirstName]'s shoes, but also manages to insult ALL of [insult_vassal.GetFirstName]'s ancestors!;Alors qu'[introduced_heir.GetIlElle] se présentait à [insult_vassal.GetBestName], [introduced_heir.GetFirstName] a réussi, en plus de renverser accidentellement une boisson sur les chaussures de [insult_vassal.GetFirstName], à insulter tous ses ancêtres !;Nachdem [introduced_heir.GetFirstName] sich [insult_vassal.GetBestName] vorgestellt hat, präsentiert [introduced_heir.GetSheHe] sich leider durch versehentlich auf die Schuhe von [insult_vassal.GetFirstName] verschüttete Getränke und schafft es doch tatsächlich, ALLE Verwandten von [insult_vassal.GetFirstName] zu beleidigen!;;Cuando [introduced_heir.GetFirstName] se presenta a [introduced_heir.GetHerselfHimself] [insult_vassal.GetBestName] [introduced_heir.GetSheHe] no sólo derrama accidentalmente una bebida en los zapatos de [insult_vassal.GetFirstName], ¡sino que también consigue insultar a TODOS los antepasados de [insult_vassal.GetFirstName]!;;;;;;;;;x
EVTOPTA_ZE_22904;That kid is a disaster!;C[introduced_heir.GetEtEtte] enfant est une calamité !;Dieses Kind ist noch mein Untergang!;;¡Este crío es un desastre!;;;;;;;;;x
EVTDESC_ZE_22905;It seems as if [introduced_heir.GetFirstName] has started getting along incredibly well with the child of one of the visiting vassals! Indeed, apparently [introduced_heir.GetFirstName] and [befriended_child.GetBestName] are becoming fast friends.;[introduced_heir.GetFirstName] s'entend à merveille avec l'un des enfants d'un vassal en visite ! L'amitié entre [introduced_heir.GetFirstName] et [befriended_child.GetBestName] semble naître rapidement.;Wie es scheint, kommt [introduced_heir.GetFirstName] sehr gut mit dem Kind eines Vasallen auf Besuch zurecht. [introduced_heir.GetFirstName] und [befriended_child.GetBestName] scheinen sogar Freunde zu werden.;;¡Parece como si [introduced_heir.GetFirstName] ha comenzado a llevarse increíblemente bien con el niño de uno de los vasallos que me visitaban! De hecho, al parecer [introduced_heir.GetFirstName] y [befriended_child.GetBestName] se han hecho amigos rápidamente.;;;;;;;;;x
EVTOPTA_ZE_22905;How lovely!;C'est merveilleux !;Wie wundervoll!;;¡Qué encantador!;;;;;;;;;x
EVTDESC_ZE_22906;While having a pleasant conversation you are suddenly interrupted by an infernal ruckus, upon further investigation it seems as if [introduced_heir.GetFirstName] has gotten into a fight with the child of one of the visiting vassals! You tear the two children apart, but it is obvious that [introduced_heir.GetFirstName] and [rival_child.GetBestName] will not ever be friends after this encounter...;Une plaisante conversation est soudain interrompue par un vacarme assourdissant... Vous découvrez que [introduced_heir.GetFirstName] se querelle avec l'un des enfants d'un vassal en visite ! Vous séparez les deux enfants, mais vous réalisez que [introduced_heir.GetFirstName] et [rival_child.GetBestName] ne s'entendront vraisemblablement pas dans le futur...;Während einer angenehmen Konversation stört Euch ein lautstarkes Geschrei und nähere Begutachtung deckt auf, dass [introduced_heir.GetFirstName] mit dem Kind eines Vasallen auf Besuch in einen handfesten Streit geraten ist! Ihr könnt die Kinder gerade noch trennen, aber es ist offensichtlich, dass [introduced_heir.GetFirstName] und [rival_child.GetBestName] wohl keine Freunde mehr werden ...;;Mientras tenías una conversación agradable, un jaleo infernal te interrumpe repentinamente, tras investigar parece que [introduced_heir.GetFirstName] se está peleando con el niño de uno de los vasallos de visita! Separas a los dos niños aparte, pero es obvio que [introduced_heir.GetFirstName] y [rival_child.GetBestName] nunca serán amigos después de este encuentro...;;;;;;;;;x
EVTOPTA_ZE_22906;I wonder who started it?;Je me demande qui a commencé cette querelle...;Wer hat da wohl angefangen?;;Me pregunto quién lo empezó.;;;;;;;;;x
EVTDESC_ZE_22907;As the hours go by you notice [introduced_heir.GetFirstName]'s mood starting to drop. [introduced_heir.GetSheHeCap] is obviously trying [introduced_heir.GetHerHis] best to impress the visiting vassals, but it is evidently tearing at [introduced_heir.GetHerHim]. Hopefully this slump in [introduced_heir.GetFirstName]'s mood will pass soon.;Au fil des heures, vous constatez une baisse d'humeur chez [introduced_heir.GetFirstName]. [introduced_heir.GetIlElleCap] fait de son mieux pour impressionner les vassaux en visite, mais cela lui en coûte. Vous espérez que [introduced_heir.GetFirstName] se ressaisisse vite.;Ihr bemerkt, wie die Stimmung von [introduced_heir.GetFirstName] im Laufe der Zeit schlechter wird. [introduced_heir.GetSheHeCap] versucht [introduced_heir.GetHerHis] Bestes, um die besuchenden Vasallen zu beindrucken, doch es hinterlässt merklich Spuren. Hoffentlich bessert sich die Stimmung von [introduced_heir.GetFirstName] bald wieder.;;Según pasan las horas,  notas que el ánimo de [introduced_heir.GetFirstName] comienza a caer. [introduced_heir.GetSheHeCap] está dando [introduced_heir.GetHerHis] mejor versión para impresionar a los vasallos de visita, pero es evidente que [introduced_heir.GetHerHim] está destrozando. Esperemos que este bajón en el humor de [introduced_heir.GetFirstName] pase pronto.;;;;;;;;;x
